SalesOrderNumber,OrderDate,CustomerName,EmailAddress,Item,Quantity,UnitPrice,TaxAmount,ProductMetadata
SO1364,2024-08-12,Erica Brown,nstein@example.org,Widget C,10,35.67,2.85,"{""color"": ""yellow"", ""warranty"": ""2 years""}"
SO1365,2024-11-03,Brittney Ballard,rhall@example.net,Widget B,10,91.96,7.36,"{""color"": ""yellow"", ""warranty"": ""3 years""}"
SO1366,2024-07-08,Angela Hunt,jamescherry@example.org,Gadget Y,5,77.05,6.16,"{""color"": ""blue"", ""warranty"": ""3 years""}"
SO1367,2024-05-20,Lauren Payne,michael55@example.org,Gadget X,1,19.49,1.56,"{""color"": ""blue"", ""warranty"": ""2 years""}"
SO1368,2025-04-29,Jessica Callahan,howardbrooke@example.net,Widget A,2,43.16,3.45,"{""color"": ""red"", ""warranty"": ""2 years""}"
SO1369,2024-10-28,Heather Weber,mdougherty@example.net,Gadget X,5,40.77,3.26,"{""color"": ""red"", ""warranty"": ""2 years""}"
SO1370,2025-03-15,Eric Smith,grobinson@example.net,Gadget Y,10,49.96,4.0,"{""color"": ""yellow"", ""warranty"": ""2 years""}"
SO1371,2024-11-18,Raymond Mason,uwallace@example.com,Widget C,0,70.82,5.67,"{""color"": ""blue"", ""warranty"": ""1 year""}"
SO1372,2024-05-25,Tara Mendez,ecarlson@example.org,Widget C,0,37.35,2.99,"{""color"": ""yellow"", ""warranty"": ""2 years""}"
SO1373,2024-06-23,Pedro Townsend,swilliams@example.com,Gadget Y,3,36.58,2.93,"{""color"": ""red"", ""warranty"": ""2 years""}"
SO1374,2024-07-21,Melissa Nelson,jeffrey89@example.net,Widget A,1,95.25,7.62,"{""color"": ""red"", ""warranty"": ""2 years""}"
SO1375,2025-02-23,Dawn Bailey,michaelingram@example.com,Widget A,5,30.87,2.47,"{""color"": ""red"", ""warranty"": ""3 years""}"
SO1376,2024-09-06,David Galloway,maria70@example.org,Gadget Y,3,17.64,1.41,"{""color"": ""red"", ""warranty"": ""1 year""}"
SO1377,2024-08-01,Robert Owens,hannah85@example.org,Gadget Y,0,16.52,1.32,"{""color"": ""yellow"", ""warranty"": ""1 year""}"
SO1378,2024-12-10,Ryan Page,georgepennington@example.net,Widget B,2,38.49,3.08,"{""color"": ""red"", ""warranty"": ""1 year""}"
SO1379,2024-09-09,Richard Williams,jessica89@example.com,Widget B,20,72.3,5.78,"{""color"": ""red"", ""warranty"": ""2 years""}"
SO1380,2024-08-26,Nicholas Garrett,brittanywilliams@example.org,Widget B,3,94.19,7.54,"{""color"": ""green"", ""warranty"": ""2 years""}"
SO1381,2024-08-06,Lindsay Garcia,michelle54@example.net,Widget B,1,70.41,5.63,"{""color"": ""blue"", ""warranty"": ""3 years""}"
SO1382,2024-10-11,Bradley Barnes,justingarcia@example.com,Gadget X,3,96.02,7.68,"{""color"": ""yellow"", ""warranty"": ""1 year""}"
SO1383,2025-02-27,Stacey Owens,vegastephanie@example.com,Widget A,5,39.94,3.2,"{""color"": ""red"", ""warranty"": ""2 years""}"
SO1384,2025-03-16,William Cooper,jeffreylucas@example.net,Gadget X,10,84.82,6.79,"{""color"": ""red"", ""warranty"": ""2 years""}"
SO1385,2024-06-23,Mary Rasmussen,kendra79@example.net,Widget A,,49.35,3.95,"{""color"": ""blue"", ""warranty"": ""3 years""}"
SO1386,2024-05-28,Jason Miller,,Gadget X,2,95.84,7.67,"{""color"": ""yellow"", ""warranty"": ""3 years""}"
SO1387,2024-08-23,Brittany Cline,austin11@example.net,Widget A,1,65.83,,"{""color"": ""yellow"", ""warranty"": ""1 year""}"
SO1388,2024-06-27,Lori Bryan,maxwellcharles@example.net,Widget B,,78.15,6.25,"{""color"": ""red"", ""warranty"": ""3 years""}"
SO1389,2024-07-13,Danielle Charles,larrybyrd@example.org,Widget C,10,46.27,3.7,"{""color"": ""yellow"", ""warranty"": ""2 years""}"
SO1390,2024-07-28,Jeffrey Hunter,dnorman@example.org,Widget B,10,90.65,7.25,"{""color"": ""green"", ""warranty"": ""3 years""}"
SO1391,2024-09-25,Melissa Nelson,william37@example.com,Widget B,2,46.71,3.74,"{""color"": ""blue"", ""warranty"": ""1 year""}"
SO1392,2024-12-24,Mitchell Kennedy,cynthiavasquez@example.net,Widget A,10,23.67,,"{""color"": ""yellow"", ""warranty"": ""2 years""}"
SO1393,2024-11-28,Anthony Preston,jjohnson@example.org,Widget A,5,60.42,4.83,"{""color"": ""red"", ""warranty"": ""1 year""}"
SO1394,2024-11-11,Mr. Austin Ochoa MD,ramosdavid@example.com,Gadget X,5,96.87,7.75,"{""color"": ""yellow"", ""warranty"": ""2 years""}"
SO1395,2025-01-06,Jonathan Tucker,lewisteresa@example.com,Gadget Y,5,53.14,4.25,"{""color"": ""red"", ""warranty"": ""1 year""}"
SO1396,2025-02-03,Warren Pittman,ochoajonathon@example.com,Gadget X,1,57.3,4.58,"{""color"": ""red"", ""warranty"": ""1 year""}"
SO1397,2024-12-18,Rebecca Johnson,jessicataylor@example.org,Gadget X,,68.55,5.48,"{""color"": ""red"", ""warranty"": ""2 years""}"
SO1398,2025-04-07,Jeffrey Perez,meganpatel@example.net,Widget A,2,49.22,3.94,"{""color"": ""red"", ""warranty"": ""1 year""}"
SO1399,2025-02-26,Robert Collier,jhenry@example.net,Widget B,1,49.25,3.94,"{""color"": ""red"", ""warranty"": ""1 year""}"
SO1400,2024-09-05,Amy Davis,,Gadget X,5,51.09,4.09,"{""color"": ""yellow"", ""warranty"": ""1 year""}"
SO1401,2025-02-23,Rachael Walsh,john40@example.net,Widget B,2,15.57,1.25,"{""color"": ""red"", ""warranty"": ""1 year""}"
SO1402,2024-09-21,Steven Martin,michael23@example.org,Widget B,10,47.73,3.82,"{""color"": ""green"", ""warranty"": ""2 years""}"
SO1403,2024-07-09,Erica Brown,nmoore@example.org,Widget A,10,10.7,0.86,"{""color"": ""red"", ""warranty"": ""3 years""}"
SO1404,2024-06-17,Jeremy Johnson,fullerjames@example.net,Gadget X,1,13.81,1.1,"{""color"": ""blue"", ""warranty"": ""1 year""}"
SO1405,2025-04-16,Kimberly Cervantes,jbowen@example.org,Widget C,10,25.35,2.03,"{""color"": ""yellow"", ""warranty"": ""1 year""}"
SO1406,2025-03-29,Jonathan Merritt,,Widget A,0,91.74,7.34,"{""color"": ""green"", ""warranty"": ""3 years""}"
SO1407,2024-12-17,Albert Johnson,karen31@example.net,Gadget Y,0,26.2,2.1,"{""color"": ""blue"", ""warranty"": ""2 years""}"
SO1408,2024-10-31,Lisa Davis,oliverjacqueline@example.org,Gadget X,1,83.38,6.67,"{""color"": ""yellow"", ""warranty"": ""1 year""}"
SO1409,2024-07-07,Anthony Hernandez,loganrobert@example.com,Gadget Y,10,65.33,5.23,"{""color"": ""blue"", ""warranty"": ""2 years""}"
SO1410,2024-10-25,Ann Cunningham,erika16@example.org,Widget C,1,78.47,6.28,"{""color"": ""blue"", ""warranty"": ""3 years""}"
SO1411,2025-02-10,William Cooper,,Gadget X,10,30.79,2.46,"{""color"": ""blue"", ""warranty"": ""1 year""}"
SO1412,2024-10-28,Jennifer Cook,marymclaughlin@example.net,Widget C,3,30.05,2.4,"{""color"": ""red"", ""warranty"": ""3 years""}"
SO1413,2025-03-14,Teresa Brown,wilsondonna@example.com,Widget C,1,77.74,6.22,"{""color"": ""red"", ""warranty"": ""3 years""}"
SO1414,2024-08-14,Maria Strickland,lauren21@example.net,Gadget X,10,49.17,3.93,"{""color"": ""yellow"", ""warranty"": ""1 year""}"
SO1415,2025-04-22,Teresa Best,christopher03@example.org,Gadget Y,0,70.38,5.63,"{""color"": ""green"", ""warranty"": ""1 year""}"
SO1416,2025-03-23,Darlene Murphy,joanncamacho@example.com,Widget A,0,75.87,6.07,"{""color"": ""green"", ""warranty"": ""1 year""}"
SO1417,2025-01-04,Jason Day,janicemathews@example.com,Gadget X,0,50.0,4.0,"{""color"": ""red"", ""warranty"": ""1 year""}"
SO1418,2024-06-26,Brian White,andrehernandez@example.net,Widget A,5,14.7,1.18,"{""color"": ""blue"", ""warranty"": ""1 year""}"
SO1419,2025-02-01,Kathryn Campbell,awood@example.com,Gadget X,0,50.42,4.03,"{""color"": ""yellow"", ""warranty"": ""3 years""}"
SO1420,2025-05-14,Tara Mendez,danielgreen@example.net,Gadget X,5,19.65,1.57,"{""color"": ""red"", ""warranty"": ""2 years""}"
SO1421,2025-01-02,Joshua Wright,kimberlybeck@example.com,Widget B,1,64.31,5.14,"{""color"": ""yellow"", ""warranty"": ""2 years""}"
SO1422,2024-05-24,Ann Cunningham,virginiasullivan@example.net,Gadget Y,0,83.3,6.66,"{""color"": ""yellow"", ""warranty"": ""2 years""}"
SO1423,2025-04-18,Joseph Lawrence,lindsey47@example.com,Gadget Y,5,57.58,4.61,"{""color"": ""yellow"", ""warranty"": ""2 years""}"
SO1424,2024-05-25,Darrell Fuller,johnrodriguez@example.net,Widget C,10,93.57,7.49,"{""color"": ""red"", ""warranty"": ""1 year""}"
SO1425,2024-09-24,Amy Green,michael28@example.net,Widget B,10,16.51,1.32,"{""color"": ""green"", ""warranty"": ""3 years""}"
SO1426,2025-03-12,Randy Velez,gregorycrawford@example.net,Widget B,20,65.68,5.25,"{""color"": ""blue"", ""warranty"": ""1 year""}"
SO1427,2024-07-27,Melissa Davis,rhondadiaz@example.com,Gadget X,20,68.15,5.45,"{""color"": ""blue"", ""warranty"": ""3 years""}"
SO1428,2024-07-09,Travis Hebert,patelbrendan@example.org,Widget C,0,20.32,1.63,"{""color"": ""green"", ""warranty"": ""1 year""}"
SO1429,2025-04-06,Amy Davis,katie59@example.org,Widget A,,43.13,3.45,"{""color"": ""green"", ""warranty"": ""2 years""}"
SO1430,2024-11-10,Gavin Allen,jerry89@example.com,Widget B,0,73.04,5.84,"{""color"": ""green"", ""warranty"": ""3 years""}"
SO1431,2025-02-01,Jonathan Merritt,operez@example.org,Widget C,10,98.67,7.89,"{""color"": ""green"", ""warranty"": ""1 year""}"
SO1432,2024-11-01,Cheryl Martin,andre45@example.com,Widget C,0,72.14,5.77,"{""color"": ""blue"", ""warranty"": ""2 years""}"
SO1433,2024-08-12,Elizabeth Buck,johnsonsteven@example.com,Gadget Y,10,28.54,2.28,"{""color"": ""green"", ""warranty"": ""2 years""}"
SO1434,2024-06-13,Cheryl Ortega,sdiaz@example.org,Gadget X,2,41.94,3.36,"{""color"": ""green"", ""warranty"": ""3 years""}"
SO1435,2025-05-02,Sara George,eclark@example.net,Widget A,20,82.64,6.61,"{""color"": ""green"", ""warranty"": ""2 years""}"
SO1436,2025-01-29,Kyle Jackson,ramirezevelyn@example.net,Gadget X,1,94.97,7.6,"{""color"": ""yellow"", ""warranty"": ""1 year""}"
SO1437,2024-10-20,Ricardo George,joseph05@example.org,Widget A,5,77.45,6.2,"{""color"": ""green"", ""warranty"": ""3 years""}"
SO1438,2024-10-03,Carolyn Wallace,jacquelinegomez@example.org,Widget B,0,90.0,7.2,"{""color"": ""red"", ""warranty"": ""1 year""}"
SO1439,2024-08-07,David Galloway,cummingsstephanie@example.org,Gadget X,2,10.49,0.84,"{""color"": ""red"", ""warranty"": ""1 year""}"
SO1440,2025-04-04,Jacob Powers,,Gadget Y,10,10.86,0.87,"{""color"": ""blue"", ""warranty"": ""3 years""}"
SO1441,2024-07-30,Kevin Williams,hbrown@example.net,Gadget Y,0,67.0,5.36,"{""color"": ""red"", ""warranty"": ""2 years""}"
SO1442,2024-07-28,Darrell Fuller,brianperez@example.com,Gadget Y,0,76.22,6.1,"{""color"": ""green"", ""warranty"": ""2 years""}"
SO1443,2024-12-22,Travis Hebert,danielandrews@example.com,Gadget Y,10,34.61,2.77,"{""color"": ""yellow"", ""warranty"": ""3 years""}"
SO1444,2025-05-02,Tiffany Gonzalez,yglass@example.com,Gadget X,2,49.15,3.93,"{""color"": ""green"", ""warranty"": ""1 year""}"
SO1445,2024-11-01,Derek Mclaughlin,jamesramsey@example.com,Widget C,1,82.93,6.63,"{""color"": ""blue"", ""warranty"": ""2 years""}"
SO1446,2025-04-23,Julia Hood,,Gadget X,20,79.48,6.36,"{""color"": ""yellow"", ""warranty"": ""1 year""}"
SO1447,2024-06-17,Tonya Montgomery,alfredowens@example.com,Gadget Y,10,95.84,7.67,"{""color"": ""yellow"", ""warranty"": ""2 years""}"
SO1448,2024-07-20,Lucas Fritz,omccormick@example.com,Widget C,5,49.37,3.95,"{""color"": ""blue"", ""warranty"": ""2 years""}"
SO1449,2024-06-14,Michael Hunter,marco85@example.org,Gadget Y,0,77.18,6.17,"{""color"": ""green"", ""warranty"": ""2 years""}"
SO1450,2024-11-05,Hannah Hardy,xwilliams@example.net,Widget A,5,68.35,5.47,"{""color"": ""blue"", ""warranty"": ""3 years""}"
SO1451,2024-11-23,Donna Ewing,zsmith@example.org,Widget C,0,79.45,6.36,"{""color"": ""blue"", ""warranty"": ""2 years""}"
SO1452,2025-01-04,Lauren Payne,huntsteven@example.com,Gadget Y,1,78.71,6.3,"{""color"": ""blue"", ""warranty"": ""3 years""}"
SO1453,2024-07-25,Roger Madden,andreaschneider@example.org,Widget A,20,61.93,4.95,"{""color"": ""green"", ""warranty"": ""1 year""}"
SO1454,2025-05-12,Danielle Charles,carlybates@example.org,Widget A,2,41.81,3.34,"{""color"": ""yellow"", ""warranty"": ""3 years""}"
SO1455,2025-03-17,Mrs. Nicole Patton,rosefloyd@example.net,Gadget Y,5,97.81,7.82,"{""color"": ""green"", ""warranty"": ""2 years""}"
SO1456,2024-07-12,Daniel Hahn,stephenchristensen@example.org,Gadget Y,0,61.87,4.95,"{""color"": ""blue"", ""warranty"": ""2 years""}"
SO1457,2025-02-09,Joshua Glover,christopher39@example.com,Widget C,3,68.17,,"{""color"": ""yellow"", ""warranty"": ""2 years""}"
SO1458,2024-07-07,Susan Salinas,gwarner@example.org,Widget C,2,79.76,6.38,"{""color"": ""yellow"", ""warranty"": ""3 years""}"
SO1459,2024-11-07,Erica Brown,carriemckee@example.org,Gadget X,0,79.5,6.36,"{""color"": ""yellow"", ""warranty"": ""3 years""}"
SO1460,2024-09-29,Heather Oneill,crawfordjerry@example.org,Gadget X,20,37.81,3.02,"{""color"": ""yellow"", ""warranty"": ""2 years""}"
SO1461,2025-03-10,Darrell Fuller,oscar40@example.org,Widget A,3,10.7,0.86,"{""color"": ""blue"", ""warranty"": ""1 year""}"
SO1462,2024-09-23,Tamara Brown,fnguyen@example.net,Gadget X,1,29.21,2.34,"{""color"": ""yellow"", ""warranty"": ""3 years""}"
SO1463,2024-12-27,Melissa Evans,,Widget C,10,23.19,1.86,"{""color"": ""yellow"", ""warranty"": ""2 years""}"
SO1464,2025-03-10,Gina Gallagher,droberts@example.org,Widget B,1,36.66,2.93,"{""color"": ""blue"", ""warranty"": ""1 year""}"
SO1465,2024-10-02,Anthony Dunn,sullivanblake@example.com,Widget B,2,11.57,0.93,"{""color"": ""red"", ""warranty"": ""2 years""}"
SO1466,2024-10-18,Dawn Hines,wwatson@example.net,Widget C,1,52.81,4.22,"{""color"": ""blue"", ""warranty"": ""3 years""}"
SO1467,2024-10-15,Thomas Morgan,jameshale@example.com,Widget B,3,88.31,7.06,"{""color"": ""green"", ""warranty"": ""1 year""}"
SO1468,2024-12-09,Kimberly Cervantes,matthewmunoz@example.com,Gadget X,1,59.04,4.72,"{""color"": ""blue"", ""warranty"": ""1 year""}"
SO1469,2025-02-26,Daniel Hahn,aaronallen@example.com,Gadget Y,0,15.38,1.23,"{""color"": ""red"", ""warranty"": ""2 years""}"
SO1470,2025-01-27,Jeffery Graham,martinsarah@example.net,Widget A,1,64.32,5.15,"{""color"": ""yellow"", ""warranty"": ""3 years""}"
SO1471,2024-10-11,Haley Bryant MD,clifford98@example.org,Gadget Y,10,89.92,7.19,"{""color"": ""blue"", ""warranty"": ""3 years""}"
SO1472,2024-07-05,Heather Weber,fweeks@example.net,Gadget X,10,35.47,2.84,"{""color"": ""red"", ""warranty"": ""3 years""}"
SO1473,2024-12-25,Cindy Allison,kevin38@example.net,Gadget Y,5,41.04,3.28,"{""color"": ""green"", ""warranty"": ""2 years""}"
SO1474,2025-02-25,Patricia Sanders,ehernandez@example.com,Widget C,3,26.13,2.09,"{""color"": ""red"", ""warranty"": ""2 years""}"
SO1475,2024-07-19,Jill Hunt,harry48@example.net,Gadget X,5,82.98,6.64,"{""color"": ""green"", ""warranty"": ""3 years""}"
SO1476,2025-01-03,Tina Miles,jwright@example.net,Widget C,0,97.8,,"{""color"": ""green"", ""warranty"": ""3 years""}"
SO1477,2024-06-16,Renee Hunter,pamelarogers@example.net,Widget C,0,73.24,5.86,"{""color"": ""green"", ""warranty"": ""1 year""}"
SO1478,2025-01-01,Sean Rice,hubertimothy@example.org,Widget C,5,57.35,4.59,"{""color"": ""blue"", ""warranty"": ""1 year""}"
SO1479,2024-07-11,Lisa Williams,jennifer74@example.net,Widget C,5,72.47,5.8,"{""color"": ""green"", ""warranty"": ""2 years""}"
SO1480,2024-12-12,Kimberly French,,Widget C,1,27.83,2.23,"{""color"": ""red"", ""warranty"": ""3 years""}"
SO1481,2025-04-10,Tyler Boyd,nbell@example.com,Gadget X,5,59.57,4.77,"{""color"": ""yellow"", ""warranty"": ""2 years""}"
SO1482,2024-06-16,Megan Shepherd,twalker@example.org,Widget A,2,80.31,6.42,"{""color"": ""yellow"", ""warranty"": ""1 year""}"
SO1483,2024-10-21,Cheryl Martin,,Widget C,,53.59,4.29,"{""color"": ""red"", ""warranty"": ""3 years""}"
SO1484,2024-10-15,Ian Harris,larry69@example.org,Gadget X,2,47.23,3.78,"{""color"": ""green"", ""warranty"": ""1 year""}"
SO1485,2025-03-18,Michelle Lopez,douglasmoore@example.net,Widget B,20,24.91,1.99,"{""color"": ""green"", ""warranty"": ""3 years""}"
SO1486,2024-10-11,Amanda Crawford,mccoymargaret@example.net,Widget C,5,78.62,6.29,"{""color"": ""red"", ""warranty"": ""3 years""}"
SO1487,2024-08-07,Carl Bell,rebeccacisneros@example.org,Widget C,2,92.94,7.44,"{""color"": ""red"", ""warranty"": ""3 years""}"
SO1488,2025-02-14,Kimberly Gonzalez,matthewestrada@example.org,Widget B,0,43.35,3.47,"{""color"": ""blue"", ""warranty"": ""1 year""}"
SO1489,2024-12-10,Theresa Padilla,melendezthomas@example.org,Gadget X,2,89.4,7.15,"{""color"": ""green"", ""warranty"": ""2 years""}"
SO1490,2024-12-13,Joseph Hernandez,charlesmay@example.org,Widget C,3,82.86,6.63,"{""color"": ""red"", ""warranty"": ""3 years""}"
SO1491,2024-07-27,Tara Carter,mark71@example.com,Widget C,2,41.19,3.3,"{""color"": ""green"", ""warranty"": ""2 years""}"
SO1492,2024-11-02,Miguel Martinez,corey62@example.net,Gadget Y,5,20.55,1.64,"{""color"": ""blue"", ""warranty"": ""3 years""}"
SO1493,2024-12-19,Xavier Boone,jenniferochoa@example.org,Gadget Y,20,12.1,0.97,"{""color"": ""yellow"", ""warranty"": ""3 years""}"
SO1494,2025-04-29,James Reed,michellepark@example.com,Gadget X,2,72.71,5.82,"{""color"": ""yellow"", ""warranty"": ""1 year""}"
SO1495,2025-04-11,Jordan Elliott,ahorne@example.com,Widget B,0,74.45,5.96,"{""color"": ""yellow"", ""warranty"": ""1 year""}"
SO1496,2024-08-07,Joseph Sawyer,carol14@example.net,Widget A,3,98.4,7.87,"{""color"": ""green"", ""warranty"": ""3 years""}"
SO1497,2025-04-05,Anthony Howell,charlescordova@example.org,Gadget X,5,39.77,3.18,"{""color"": ""blue"", ""warranty"": ""1 year""}"
SO1498,2024-12-04,Derrick Robinson,zbell@example.net,Gadget Y,1,55.4,4.43,"{""color"": ""blue"", ""warranty"": ""2 years""}"
SO1499,2024-11-28,Beverly Wood,emmareed@example.com,Widget C,,97.71,7.82,"{""color"": ""yellow"", ""warranty"": ""1 year""}"
SO1500,2024-05-19,Miguel Martinez,sotomorgan@example.net,Widget A,10,79.54,,"{""color"": ""red"", ""warranty"": ""1 year""}"
SO1501,2025-03-07,Hannah Hardy,shawn63@example.org,Gadget Y,20,93.73,7.5,"{""color"": ""red"", ""warranty"": ""3 years""}"
SO1502,2024-06-09,Hannah Stevens,meganwilliams@example.org,Widget A,0,79.75,6.38,"{""color"": ""blue"", ""warranty"": ""3 years""}"
SO1503,2024-09-16,Beverly Wood,jackjenkins@example.org,Widget A,2,82.49,6.6,"{""color"": ""green"", ""warranty"": ""3 years""}"
SO1504,2025-05-02,Kyle Torres,jason10@example.org,Widget A,3,85.36,,"{""color"": ""blue"", ""warranty"": ""1 year""}"
SO1505,2024-11-19,Marcus Tran,ymiller@example.org,Widget C,3,64.44,5.16,"{""color"": ""red"", ""warranty"": ""2 years""}"
SO1506,2024-11-05,Brian White,strongtravis@example.org,Widget B,5,89.58,7.17,"{""color"": ""yellow"", ""warranty"": ""1 year""}"
SO1507,2024-08-09,Darlene Murphy,ryanadam@example.com,Gadget Y,5,61.75,,"{""color"": ""blue"", ""warranty"": ""1 year""}"
SO1508,2024-12-23,Alejandra Lucas,,Widget C,20,69.31,5.54,"{""color"": ""red"", ""warranty"": ""3 years""}"
SO1509,2025-03-21,Sara Weaver,boydrebecca@example.net,Widget B,10,31.44,2.52,"{""color"": ""red"", ""warranty"": ""3 years""}"
SO1510,2024-08-18,Kimberly French,wchristensen@example.net,Widget B,,29.38,2.35,"{""color"": ""yellow"", ""warranty"": ""3 years""}"
SO1511,2024-10-21,Barbara Thomas,jon10@example.net,Widget A,2,91.8,7.34,"{""color"": ""green"", ""warranty"": ""2 years""}"
SO1512,2024-09-15,Angela Black,danielleclark@example.com,Widget A,20,95.2,7.62,"{""color"": ""yellow"", ""warranty"": ""2 years""}"
SO1513,2024-07-26,Teresa Best,lauraharvey@example.net,Gadget X,0,31.6,2.53,"{""color"": ""yellow"", ""warranty"": ""3 years""}"
SO1514,2024-09-30,Rebecca Johnson,eadams@example.com,Gadget X,10,49.01,3.92,"{""color"": ""red"", ""warranty"": ""2 years""}"
SO1515,2024-12-15,Brady Miller,jonathan31@example.org,Widget C,10,28.47,2.28,"{""color"": ""blue"", ""warranty"": ""2 years""}"
SO1516,2024-08-14,Brooke Reed,ericaellison@example.org,Gadget Y,20,26.71,2.14,"{""color"": ""blue"", ""warranty"": ""1 year""}"
SO1517,2024-06-15,Brittany Cline,edwarddyer@example.org,Widget C,3,57.87,4.63,"{""color"": ""green"", ""warranty"": ""1 year""}"
SO1518,2025-05-15,Lindsay Garcia,lisa43@example.com,Gadget Y,,60.92,4.87,"{""color"": ""red"", ""warranty"": ""1 year""}"
SO1519,2024-05-24,Albert Drake,anthony15@example.org,Gadget X,20,88.22,7.06,"{""color"": ""blue"", ""warranty"": ""2 years""}"
SO1520,2025-01-05,Paul Ellis,russellwyatt@example.net,Gadget X,5,57.54,4.6,"{""color"": ""yellow"", ""warranty"": ""2 years""}"
SO1521,2025-02-15,Joseph Lawrence,mcdonaldjackson@example.net,Gadget X,10,13.06,1.04,"{""color"": ""green"", ""warranty"": ""2 years""}"
SO1522,2024-08-20,Wesley Liu,ytaylor@example.com,Widget B,5,42.92,3.43,"{""color"": ""blue"", ""warranty"": ""1 year""}"
SO1523,2025-04-04,Alexandria Hall,david54@example.org,Widget A,,46.25,3.7,"{""color"": ""yellow"", ""warranty"": ""3 years""}"
SO1524,2024-07-04,Ryan Page,,Widget A,20,41.84,3.35,"{""color"": ""yellow"", ""warranty"": ""1 year""}"
SO1525,2024-12-30,Barbara Jackson,christopherhernandez@example.org,Widget A,0,49.4,3.95,"{""color"": ""green"", ""warranty"": ""2 years""}"
SO1526,2024-12-23,Jennifer Roberts,kevin16@example.net,Widget B,5,74.48,5.96,"{""color"": ""red"", ""warranty"": ""3 years""}"
SO1527,2024-11-20,Kathleen Duke,,Gadget X,5,17.21,1.38,"{""color"": ""blue"", ""warranty"": ""2 years""}"
SO1528,2024-12-18,Sean Wallace,robert79@example.org,Widget A,2,36.51,2.92,"{""color"": ""yellow"", ""warranty"": ""3 years""}"
SO1529,2024-08-23,Melissa Flores,heather87@example.com,Gadget Y,0,93.96,7.52,"{""color"": ""blue"", ""warranty"": ""3 years""}"
SO1530,2024-09-07,Edward Thomas,amandabarber@example.net,Gadget Y,10,35.33,2.83,"{""color"": ""green"", ""warranty"": ""1 year""}"
SO1531,2024-09-28,Stephen Kane,amyanderson@example.com,Gadget X,5,61.15,4.89,"{""color"": ""blue"", ""warranty"": ""3 years""}"
SO1532,2025-05-05,Reginald Lopez PhD,kcruz@example.org,Widget C,10,72.83,5.83,"{""color"": ""green"", ""warranty"": ""2 years""}"
SO1533,2025-03-16,Anthony Howell,hrobinson@example.org,Gadget X,3,76.12,6.09,"{""color"": ""blue"", ""warranty"": ""2 years""}"
SO1534,2024-09-26,Danielle Roberts,michele64@example.net,Widget B,2,54.33,4.35,"{""color"": ""green"", ""warranty"": ""1 year""}"
SO1535,2025-03-15,Mrs. Charlotte Brooks,johnsonvicki@example.com,Widget C,3,97.18,7.77,"{""color"": ""yellow"", ""warranty"": ""3 years""}"
SO1536,2024-06-08,Melissa Flores,jessica32@example.net,Gadget X,1,82.51,6.6,"{""color"": ""green"", ""warranty"": ""2 years""}"
SO1537,2025-01-02,Angie Rush MD,danielstone@example.net,Widget B,1,59.28,4.74,"{""color"": ""green"", ""warranty"": ""2 years""}"
SO1538,2025-02-20,Cody Thompson,emmalopez@example.com,Widget C,2,13.03,1.04,"{""color"": ""green"", ""warranty"": ""2 years""}"
SO1539,2024-05-25,Elizabeth Simmons,michaelsmith@example.com,Widget A,20,79.63,6.37,"{""color"": ""blue"", ""warranty"": ""2 years""}"
SO1540,2025-01-18,Susan Salinas,,Gadget Y,,86.75,6.94,"{""color"": ""green"", ""warranty"": ""2 years""}"
SO1541,2024-11-27,Steven Martin,cochoa@example.net,Widget A,3,42.32,3.39,"{""color"": ""red"", ""warranty"": ""3 years""}"
SO1542,2024-10-23,Lori White,douglasgriffin@example.org,Widget C,3,25.3,2.02,"{""color"": ""green"", ""warranty"": ""3 years""}"
SO1543,2024-07-21,Carl Winters,daniel93@example.net,Gadget X,3,12.84,1.03,"{""color"": ""blue"", ""warranty"": ""1 year""}"
SO1544,2024-09-12,Joseph Hernandez,joelboone@example.org,Widget A,1,25.83,2.07,"{""color"": ""yellow"", ""warranty"": ""1 year""}"
SO1545,2024-05-24,Evan Phillips,tholland@example.org,Widget B,5,55.88,4.47,"{""color"": ""red"", ""warranty"": ""2 years""}"
SO1546,2024-11-23,Raymond Mason,novakkenneth@example.net,Widget B,3,36.4,2.91,"{""color"": ""blue"", ""warranty"": ""3 years""}"
SO1547,2024-07-22,Brendan Whitney,frazierjames@example.net,Widget C,3,10.54,,"{""color"": ""blue"", ""warranty"": ""3 years""}"
SO1548,2025-02-20,Lisa Williams,muellermichael@example.org,Widget C,2,88.13,7.05,"{""color"": ""yellow"", ""warranty"": ""1 year""}"
SO1549,2025-05-07,Stephen Mitchell,david07@example.net,Gadget X,2,59.81,4.78,"{""color"": ""blue"", ""warranty"": ""1 year""}"
SO1550,2024-10-22,Anna Hess,zwilson@example.org,Widget B,2,66.85,5.35,"{""color"": ""yellow"", ""warranty"": ""1 year""}"
SO1551,2024-08-17,Beth Scott,jennifer66@example.net,Widget B,10,14.95,1.2,"{""color"": ""green"", ""warranty"": ""2 years""}"
SO1552,2024-06-27,Daniel Richard,joshua72@example.org,Gadget Y,3,21.45,1.72,"{""color"": ""yellow"", ""warranty"": ""3 years""}"
SO1553,2025-05-09,Robert Collier,hgarza@example.com,Widget B,20,99.27,7.94,"{""color"": ""blue"", ""warranty"": ""3 years""}"
SO1554,2024-07-05,Virginia Huang PhD,andersonnicole@example.com,Widget A,3,76.16,6.09,"{""color"": ""green"", ""warranty"": ""3 years""}"
